1757338628.642061 server started (19022): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1757338628.642099 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:40 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6041
1757338628.642108 using libevent 2.1.12-stable select
1757338628.642120 using utf8proc 2.10.0
1757338628.642127 using ncurses 6.5 20240427
1757338628.775782 /dev/ttys000: \033[K
1757338628.775783 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,34 at 0,35, width 224
1757338628.775784 tty_draw_line: px=0 py=34 nx=224 atx=0 aty=35
1757338628.775786 tty_draw_line: defaults: fg=8, bg=8
1757338628.775787 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775788 tty_clear_line: /dev/ttys000, 224 at 0,35
1757338628.775789 /dev/ttys000: \r
1757338628.775791 /dev/ttys000: \n
1757338628.775792 /dev/ttys000: \033[K
1757338628.775794 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,35 at 0,36, width 224
1757338628.775796 tty_draw_line: px=0 py=35 nx=224 atx=0 aty=36
1757338628.775798 tty_draw_line: defaults: fg=8, bg=8
1757338628.775800 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775801 tty_clear_line: /dev/ttys000, 224 at 0,36
1757338628.775803 /dev/ttys000: \r
1757338628.775805 /dev/ttys000: \n
1757338628.775806 /dev/ttys000: \033[K
1757338628.775808 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,36 at 0,37, width 224
1757338628.775810 tty_draw_line: px=0 py=36 nx=224 atx=0 aty=37
1757338628.775812 tty_draw_line: defaults: fg=8, bg=8
1757338628.775813 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775815 tty_clear_line: /dev/ttys000, 224 at 0,37
1757338628.775817 /dev/ttys000: \r
1757338628.775819 /dev/ttys000: \n
1757338628.775820 /dev/ttys000: \033[K
1757338628.775822 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,37 at 0,38, width 224
1757338628.775824 tty_draw_line: px=0 py=37 nx=224 atx=0 aty=38
1757338628.775825 tty_draw_line: defaults: fg=8, bg=8
1757338628.775827 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775829 tty_clear_line: /dev/ttys000, 224 at 0,38
1757338628.775831 /dev/ttys000: \r
1757338628.775832 /dev/ttys000: \n
1757338628.775836 /dev/ttys000: \033[K
1757338628.775838 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,38 at 0,39, width 224
1757338628.775840 tty_draw_line: px=0 py=38 nx=224 atx=0 aty=39
1757338628.775841 tty_draw_line: defaults: fg=8, bg=8
1757338628.775843 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775845 tty_clear_line: /dev/ttys000, 224 at 0,39
1757338628.775847 /dev/ttys000: \r
1757338628.775848 /dev/ttys000: \n
1757338628.775850 /dev/ttys000: \033[K
1757338628.775860 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,39 at 0,40, width 224
1757338628.775862 tty_draw_line: px=0 py=39 nx=224 atx=0 aty=40
1757338628.775863 tty_draw_line: defaults: fg=8, bg=8
1757338628.775865 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775867 tty_clear_line: /dev/ttys000, 224 at 0,40
1757338628.775868 /dev/ttys000: \r
1757338628.775870 /dev/ttys000: \n
1757338628.775872 /dev/ttys000: \033[K
1757338628.775874 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,40 at 0,41, width 224
1757338628.775875 tty_draw_line: px=0 py=40 nx=224 atx=0 aty=41
1757338628.775877 tty_draw_line: defaults: fg=8, bg=8
1757338628.775879 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775880 tty_clear_line: /dev/ttys000, 224 at 0,41
1757338628.775882 /dev/ttys000: \r
1757338628.775884 /dev/ttys000: \n
1757338628.775885 /dev/ttys000: \033[K
1757338628.775887 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,41 at 0,42, width 224
1757338628.775889 tty_draw_line: px=0 py=41 nx=224 atx=0 aty=42
1757338628.775890 tty_draw_line: defaults: fg=8, bg=8
1757338628.775892 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775894 tty_clear_line: /dev/ttys000, 224 at 0,42
1757338628.775895 /dev/ttys000: \r
1757338628.775897 /dev/ttys000: \n
1757338628.775899 /dev/ttys000: \033[K
1757338628.775901 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,42 at 0,43, width 224
1757338628.775902 tty_draw_line: px=0 py=42 nx=224 atx=0 aty=43
1757338628.775904 tty_draw_line: defaults: fg=8, bg=8
1757338628.775906 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775908 tty_clear_line: /dev/ttys000, 224 at 0,43
1757338628.775909 /dev/ttys000: \r
1757338628.775911 /dev/ttys000: \n
1757338628.775912 /dev/ttys000: \033[K
1757338628.775914 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,43 at 0,44, width 224
1757338628.775916 tty_draw_line: px=0 py=43 nx=224 atx=0 aty=44
1757338628.775918 tty_draw_line: defaults: fg=8, bg=8
1757338628.775920 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775921 tty_clear_line: /dev/ttys000, 224 at 0,44
1757338628.775923 /dev/ttys000: \r
1757338628.775925 /dev/ttys000: \n
1757338628.775926 /dev/ttys000: \033[K
1757338628.775928 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,44 at 0,45, width 224
1757338628.775930 tty_draw_line: px=0 py=44 nx=224 atx=0 aty=45
1757338628.775931 tty_draw_line: defaults: fg=8, bg=8
1757338628.775933 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775935 tty_clear_line: /dev/ttys000, 224 at 0,45
1757338628.775937 /dev/ttys000: \r
1757338628.775938 /dev/ttys000: \n
1757338628.775940 /dev/ttys000: \033[K
1757338628.775941 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,45 at 0,46, width 224
1757338628.775943 tty_draw_line: px=0 py=45 nx=224 atx=0 aty=46
1757338628.775944 tty_draw_line: defaults: fg=8, bg=8
1757338628.775945 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775946 tty_clear_line: /dev/ttys000, 224 at 0,46
1757338628.775947 /dev/ttys000: \r
1757338628.775948 /dev/ttys000: \n
1757338628.775950 /dev/ttys000: \033[K
1757338628.775952 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,46 at 0,47, width 224
1757338628.775954 tty_draw_line: px=0 py=46 nx=224 atx=0 aty=47
1757338628.775955 tty_draw_line: defaults: fg=8, bg=8
1757338628.775957 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775959 tty_clear_line: /dev/ttys000, 224 at 0,47
1757338628.775960 /dev/ttys000: \r
1757338628.775962 /dev/ttys000: \n
1757338628.775964 /dev/ttys000: \033[K
1757338628.775966 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,47 at 0,48, width 224
1757338628.775971 tty_draw_line: px=0 py=47 nx=224 atx=0 aty=48
1757338628.775972 tty_draw_line: defaults: fg=8, bg=8
1757338628.775974 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775976 tty_clear_line: /dev/ttys000, 224 at 0,48
1757338628.775978 /dev/ttys000: \r
1757338628.775979 /dev/ttys000: \n
1757338628.775981 /dev/ttys000: \033[K
1757338628.775983 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,48 at 0,49, width 224
1757338628.775985 tty_draw_line: px=0 py=48 nx=224 atx=0 aty=49
1757338628.775986 tty_draw_line: defaults: fg=8, bg=8
1757338628.775988 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775990 tty_clear_line: /dev/ttys000, 224 at 0,49
1757338628.775992 /dev/ttys000: \r
1757338628.775993 /dev/ttys000: \n
1757338628.775995 /dev/ttys000: \033[K
1757338628.775997 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,49 at 0,50, width 224
1757338628.775998 tty_draw_line: px=0 py=49 nx=224 atx=0 aty=50
1757338628.776000 tty_draw_line: defaults: fg=8, bg=8
1757338628.776001 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776003 tty_clear_line: /dev/ttys000, 224 at 0,50
1757338628.776005 /dev/ttys000: \r
1757338628.776006 /dev/ttys000: \n
1757338628.776008 /dev/ttys000: \033[K
1757338628.776010 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,50 at 0,51, width 224
1757338628.776012 tty_draw_line: px=0 py=50 nx=224 atx=0 aty=51
1757338628.776013 tty_draw_line: defaults: fg=8, bg=8
1757338628.776015 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776017 tty_clear_line: /dev/ttys000, 224 at 0,51
1757338628.776018 /dev/ttys000: \r
1757338628.776020 /dev/ttys000: \n
1757338628.776022 /dev/ttys000: \033[K
1757338628.776024 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,51 at 0,52, width 224
1757338628.776025 tty_draw_line: px=0 py=51 nx=224 atx=0 aty=52
1757338628.776027 tty_draw_line: defaults: fg=8, bg=8
1757338628.776029 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776030 tty_clear_line: /dev/ttys000, 224 at 0,52
1757338628.776032 /dev/ttys000: \r
1757338628.776033 /dev/ttys000: \n
1757338628.776035 /dev/ttys000: \033[K
1757338628.776037 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,52 at 0,53, width 224
1757338628.776039 tty_draw_line: px=0 py=52 nx=224 atx=0 aty=53
1757338628.776040 tty_draw_line: defaults: fg=8, bg=8
1757338628.776042 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776044 tty_clear_line: /dev/ttys000, 224 at 0,53
1757338628.776045 /dev/ttys000: \r
1757338628.776047 /dev/ttys000: \n
1757338628.776048 /dev/ttys000: \033[K
1757338628.776050 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,53 at 0,54, width 224
1757338628.776052 tty_draw_line: px=0 py=53 nx=224 atx=0 aty=54
1757338628.776054 tty_draw_line: defaults: fg=8, bg=8
1757338628.776055 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776057 tty_clear_line: /dev/ttys000, 224 at 0,54
1757338628.776058 /dev/ttys000: \r
1757338628.776060 /dev/ttys000: \n
1757338628.776062 /dev/ttys000: \033[K
1757338628.776063 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,54 at 0,55, width 224
1757338628.776065 tty_draw_line: px=0 py=54 nx=224 atx=0 aty=55
1757338628.776067 tty_draw_line: defaults: fg=8, bg=8
1757338628.776069 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776070 tty_clear_line: /dev/ttys000, 224 at 0,55
1757338628.776072 /dev/ttys000: \r
1757338628.776073 /dev/ttys000: \n
1757338628.776075 /dev/ttys000: \033[K
1757338628.776077 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,55 at 0,56, width 224
1757338628.776079 tty_draw_line: px=0 py=55 nx=224 atx=0 aty=56
1757338628.776080 tty_draw_line: defaults: fg=8, bg=8
1757338628.776082 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776084 tty_clear_line: /dev/ttys000, 224 at 0,56
1757338628.776086 /dev/ttys000: \r
1757338628.776087 /dev/ttys000: \n
1757338628.776089 /dev/ttys000: \033[K
1757338628.776091 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,56 at 0,57, width 224
1757338628.776093 tty_draw_line: px=0 py=56 nx=224 atx=0 aty=57
1757338628.776094 tty_draw_line: defaults: fg=8, bg=8
1757338628.776096 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776101 tty_clear_line: /dev/ttys000, 224 at 0,57
1757338628.776103 /dev/ttys000: \r
1757338628.776104 /dev/ttys000: \n
1757338628.776106 /dev/ttys000: \033[K
1757338628.776108 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,57 at 0,58, width 224
1757338628.776109 tty_draw_line: px=0 py=57 nx=224 atx=0 aty=58
1757338628.776111 tty_draw_line: defaults: fg=8, bg=8
1757338628.776113 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776115 tty_clear_line: /dev/ttys000, 224 at 0,58
1757338628.776116 /dev/ttys000: \r
1757338628.776118 /dev/ttys000: \n
1757338628.776119 /dev/ttys000: \033[K
1757338628.776121 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,58 at 0,59, width 224
1757338628.776123 tty_draw_line: px=0 py=58 nx=224 atx=0 aty=59
1757338628.776124 tty_draw_line: defaults: fg=8, bg=8
1757338628.776126 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776128 tty_clear_line: /dev/ttys000, 224 at 0,59
1757338628.776129 /dev/ttys000: \r
1757338628.776131 /dev/ttys000: \n
1757338628.776133 /dev/ttys000: \033[K
1757338628.776135 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,59 at 0,60, width 224
1757338628.776136 tty_draw_line: px=0 py=59 nx=224 atx=0 aty=60
1757338628.776138 tty_draw_line: defaults: fg=8, bg=8
1757338628.776140 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776142 tty_clear_line: /dev/ttys000, 224 at 0,60
1757338628.776143 /dev/ttys000: \r
1757338628.776145 /dev/ttys000: \n
1757338628.776146 /dev/ttys000: \033[K
1757338628.776148 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,60 at 0,61, width 224
1757338628.776150 tty_draw_line: px=0 py=60 nx=224 atx=0 aty=61
1757338628.776152 tty_draw_line: defaults: fg=8, bg=8
1757338628.776154 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776155 tty_clear_line: /dev/ttys000, 224 at 0,61
1757338628.776157 /dev/ttys000: \r
1757338628.776158 /dev/ttys000: \n
1757338628.776160 /dev/ttys000: \033[K
1757338628.776162 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,61 at 0,62, width 224
1757338628.776164 tty_draw_line: px=0 py=61 nx=224 atx=0 aty=62
1757338628.776165 tty_draw_line: defaults: fg=8, bg=8
1757338628.776167 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776169 tty_clear_line: /dev/ttys000, 224 at 0,62
1757338628.776170 /dev/ttys000: \r
1757338628.776171 /dev/ttys000: \n
1757338628.776172 /dev/ttys000: \033[K
1757338628.776174 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,62 at 0,63, width 224
1757338628.776175 tty_draw_line: px=0 py=62 nx=224 atx=0 aty=63
1757338628.776176 tty_draw_line: defaults: fg=8, bg=8
1757338628.776177 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776178 tty_clear_line: /dev/ttys000, 224 at 0,63
1757338628.776180 /dev/ttys000: \r
1757338628.776181 /dev/ttys000: \n
1757338628.776182 /dev/ttys000: \033[K
1757338628.776183 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,63 at 0,64, width 224
1757338628.776185 tty_draw_line: px=0 py=63 nx=224 atx=0 aty=64
1757338628.776186 tty_draw_line: defaults: fg=8, bg=8
1757338628.776187 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776188 tty_clear_line: /dev/ttys000, 224 at 0,64
1757338628.776189 /dev/ttys000: \r
1757338628.776190 /dev/ttys000: \n
1757338628.776191 /dev/ttys000: \033[K
1757338628.776193 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,64 at 0,65, width 224
1757338628.776194 tty_draw_line: px=0 py=64 nx=224 atx=0 aty=65
1757338628.776195 tty_draw_line: defaults: fg=8, bg=8
1757338628.776196 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776198 tty_clear_line: /dev/ttys000, 224 at 0,65
1757338628.776199 /dev/ttys000: \r
1757338628.776200 /dev/ttys000: \n
1757338628.776201 /dev/ttys000: \033[K
1757338628.776202 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,65 at 0,66, width 224
1757338628.776204 tty_draw_line: px=0 py=65 nx=224 atx=0 aty=66
1757338628.776205 tty_draw_line: defaults: fg=8, bg=8
1757338628.776206 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776207 tty_clear_line: /dev/ttys000, 224 at 0,66
1757338628.776208 /dev/ttys000: \r
1757338628.776209 /dev/ttys000: \n
1757338628.776212 /dev/ttys000: \033[K
1757338628.776214 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,66 at 0,67, width 224
1757338628.776215 tty_draw_line: px=0 py=66 nx=224 atx=0 aty=67
1757338628.776216 tty_draw_line: defaults: fg=8, bg=8
1757338628.776217 tty_draw_line: 224 to end of line (0 cleared)
1757338628.776219 tty_clear_line: /dev/ttys000, 224 at 0,67
1757338628.776220 /dev/ttys000: \r
1757338628.776221 /dev/ttys000: \n
1757338628.776222 /dev/ttys000: \033[K
1757338628.776223 /dev/ttys000: redrawing status
1757338628.776225 screen_redraw_draw_status: /dev/ttys000 @0
1757338628.776226 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=0
1757338628.776227 tty_draw_line: defaults: fg=8, bg=8
1757338628.776231 /dev/ttys000: \033[30m
1757338628.776233 /dev/ttys000: \033[42m
1757338628.776234 /dev/ttys000: \033[H
1757338628.776237 /dev/ttys000: 1:fish*                                                                                                                                                                                          "william.local" 13:37 08-Sep-25
1757338628.776238 /dev/ttys000: \033(B\033[m
1757338628.776240 /dev/ttys000: \033[?12l\033[?25h
1757338628.776241 /dev/ttys000: current mode WRAP,MOUSE_BUTTON
1757338628.776242 /dev/ttys000: setting mode CURSOR,WRAP,MOUSE_BUTTON
1757338628.776244 /dev/ttys000: redraw added 602 bytes
1757338628.776245 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1757338628.776247 server_client_reset_state: cursor to 0,1
1757338628.776248 /dev/ttys000: \033[2;1H
1757338628.776250 /dev/ttys000 sync end
1757338628.776251 /dev/ttys000: \033[?2026l
1757338628.776253 server_client_check_pane_buffer: pane %0 is on
1757338628.776254 @0 active pane not changed
1757338628.776260 /dev/ttys000: wrote 616 bytes (of 616)
1757338628.776262 /dev/ttys000: waiting for redraw, 0 bytes left
1757338628.776264 redraw timer fired
1757338628.776266 cmdq_next <global>: empty
1757338628.776268 cmdq_next </dev/ttys000>: empty
1757338628.776270 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1757338628.776272 server_client_reset_state: cursor to 0,1
1757338628.776274 server_client_check_pane_buffer: pane %0 is on
1757338628.776276 @0 active pane not changed
1757338629.041110 %0 has 17 bytes
1757338629.041120 @0 alerts timer reset 0
1757338629.041124 screen_write_start_pane: size 224x67, pane %0 (at 0,0)
1757338629.041127 input_parse_buffer: %0 ground, 17 bytes: Agent pid 19430\r\n
1757338629.041130 screen_write_collect_end: 15 Agent pid 19430 (at 0,0)
1757338629.041133 input_c0_dispatch: '\r'
1757338629.041136 input_c0_dispatch: '\n'
1757338629.041138 screen_write_linefeed: at 0,0 (region 0-66)
1757338629.041142 /dev/ttys000: Agent pid 19430
1757338629.041144 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1757338629.041148 cmdq_next <global>: empty
1757338629.041149 cmdq_next </dev/ttys000>: empty
1757338629.041152 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1757338629.041154 server_client_reset_state: cursor to 0,2
1757338629.041156 /dev/ttys000: \r
1757338629.041157 /dev/ttys000: \n
1757338629.041160 server_client_check_pane_buffer: %0 has 17 minimum (of 17) bytes used
1757338629.041162 server_client_check_pane_buffer: pane %0 is on
1757338629.041164 @0 active pane changed
1757338629.041166 @0 name timer queued (231175 left)
1757338629.041173 /dev/ttys000: wrote 17 bytes (of 17)
